name,family,provenance,rebal,ic_1,icir_1,ic_5,ic_20,ic_base,ic_decay,n_days,ls_sharpe,fold_sharpes,pval,dsr_prob,turnover,pval_pass,verdict,reason,max_corr,delta_sharpe,delta_maxdd,improves_book
kbar_body_5,kbar,Qlib Alpha158,20,-0.02687573101649953,-4.2498073192064165,-0.010158279572370804,0.01640890892718759,0.01640890892718759,,1959,0.21106938769251946,"[1.1668994727268187, -0.020541373451957654, -1.0183191606559001, -0.19485309697590775]",0.5582361375218565,0.007905360777620829,0.019714418069598432,False,REJECTED,failed FDR,,,,False
dowmean_90,seasonality,seasonality_scan.py idea,20,-0.032653220404545324,-4.742698380773045,-0.015815704636012746,-0.009044767338731143,-0.009044767338731143,,1941,0.20774498459012683,"[0.10679924949641269, -0.9671281897233164, 1.3868778512098014, 0.1556581125524805]",0.7682834177247386,0.007777329252828036,0.020955324138006933,False,REJECTED,failed FDR,,,,False
tsrank_close_21,tsrank,Qlib Alpha158,5,-0.014943758175874544,-2.3631872917026526,-0.0021688445615107577,0.013280496256027795,-0.0021688445615107577,0.013280496256027795,1943,0.17554022587068407,"[0.39215813485068474, -0.19128009388504802, 0.020253407876913952, 0.0705073055005121]",0.8788783326637277,0.007720874578202863,0.021136758231422772,False,REJECTED,failed FDR,,,,False
mom_vadj_42,momentum,Jansen ML4T,20,-0.009617811799630251,-1.412725260881194,-0.003859088633280536,0.014275935942378665,0.014275935942378665,,1921,0.18626912137206203,"[1.3710974814996362, -0.21511924985071623, -0.2795972149617308, -0.7930894489772086]",0.6405202699039005,0.006834942941373767,0.0198156380448156,False,REJECTED,failed FDR,,,,False
mom_10,momentum,Qlib Alpha158,20,-0.034907723061837606,-4.517494722679432,-0.017212111247288463,0.012714033758273199,0.012714033758273199,,1953,0.14478369577457553,"[0.6867812548389606, -0.41595548827883294, -0.0879273026096005, -0.3674646793507404]",0.7083631966940509,0.006203078084440539,0.02380864041952506,False,REJECTED,failed FDR,,,,False
kbar_upshadow_1,kbar,Qlib Alpha158,20,0.012400764599437598,2.201657906906421,0.007415468384603885,0.0065465932292743355,0.0065465932292743355,,1963,0.16568627880628764,"[-0.09366099533281722, 0.6233942000455845, 0.7099897881691577, -0.9825989698357028]",0.7919201139127523,0.005911937720592508,0.018639528535511846,False,REJECTED,failed FDR,,,,False
mom_21,momentum,Qlib Alpha158,5,-0.019472016492162923,-2.5403030884848348,-0.005632124804684909,0.014671423859195933,-0.005632124804684909,0.014671423859195933,1942,0.13302012938847943,"[0.23349537863853775, -0.36144396283907615, 0.8968807471247022, -0.5449294212201534]",0.7444296872989298,0.005683309811115644,0.0241407996437098,False,REJECTED,failed FDR,,,,False
mom_28,momentum,Qlib Alpha158,20,-0.014646642957780093,-1.8930978922864488,0.003218844157664946,0.012860678703749647,0.012860678703749647,,1935,0.15690295939856622,"[1.2365785469957964, -0.3051246250309345, 0.3562098465525821, -0.9703427657415761]",0.7039948283715605,0.005629719131839239,0.022672182002124695,False,REJECTED,failed FDR,,,,False
base_xsmom_28,baseline,in-repo alphas.py,20,-0.014646642957780093,-1.8930978922864488,0.003218844157664946,0.012860678703749647,0.012860678703749647,,1935,0.15690295939856622,"[1.2365785469957964, -0.3051246250309345, 0.3562098465525821, -0.9703427657415761]",0.7039948283715605,0.005629719131839239,0.022672182002124695,False,REJECTED,failed FDR,,,,False
mom_42,momentum,Qlib Alpha158,20,-0.012556981767096522,-1.5883642556983566,-0.00572050472461172,0.004661915563132424,0.004661915563132424,,1921,0.15032604989983164,"[1.531849440606667, -0.5231558064405737, 0.059080178025672725, -0.8057269535225772]",0.8921115604886016,0.00540093658636831,0.02290265618435278,False,REJECTED,failed FDR,,,,False
pvcorr_63,volume,Qlib Alpha158,1,-0.028370532356646862,-4.602090997161888,-0.03747356414548535,-0.051744941427188954,-0.028370532356646862,-0.03747356414548535,1901,0.14666144566035746,"[1.4114115023411227, -0.2081435681843484, 0.667141232275193, -2.063595243596693]",4.182703754906925e-06,0.00506153458359726,0.018861684616034574,True,REJECTED,negative OOS fold,,,,False
mom_vadj_252,momentum,Jansen ML4T,5,0.01077828195481164,1.3722745498348397,0.03313295697065146,0.06415259640768838,0.03313295697065146,0.06415259640768838,1711,0.1304100632763138,"[0.07899982651232013, -0.6818526716884696, -0.01669724324798498, 0.7887247910486122]",0.057218811139702064,0.004818825235686108,0.01698790502372645,False,REJECTED,failed FDR,,,,False
mom_vadj_10,momentum,Jansen ML4T,20,-0.025577544259087735,-3.992213575280084,-0.011006133413580576,0.011379056902264793,0.011379056902264793,,1953,0.09712686884659906,"[0.9144575105678744, -0.3151038161449563, -1.3896317675590382, -0.09923934645599793]",0.6884821615044185,0.004477851665553256,0.02012537782416058,False,REJECTED,failed FDR,,,,False
volz_21,volume,Qlib Alpha158,20,-0.03373917562228659,-5.761578476200491,-0.010107951917624694,0.011327433991186313,0.011327433991186313,,1943,0.12036618185196304,"[0.6919925573417387, -1.1890625904456271, -0.8227390243951661, 1.5884286723108259]",0.6762094080479659,0.0044064683870851384,0.018001571583545557,False,REJECTED,failed FDR,,,,False
tsmom_sign_28,trendvalue,in-repo alphas.py,20,-0.005072468333992583,-0.7493669142202969,0.012282103896980898,0.014610032701646632,0.014610032701646632,,1788,0.11150228678481128,"[0.5589901737007086, -0.5397017282484695, 0.8447474400225458, -0.6497711291717431]",0.6345928836068424,0.004168883404967516,0.013855766999416291,False,REJECTED,failed FDR,,,,False
base_tsmom_28,baseline,in-repo alphas.py,20,-0.005072468333992583,-0.7493669142202969,0.012282103896980898,0.014610032701646632,0.014610032701646632,,1788,0.11150228678481128,"[0.5589901737007086, -0.5397017282484695, 0.8447474400225458, -0.6497711291717431]",0.6345928836068424,0.004168883404967516,0.013855766999416291,False,REJECTED,failed FDR,,,,False
spread_ols_126,pairs,Financial-Models notebooks (concept-mined),1,0.008640946055930538,1.1952781831248513,0.01711323742304793,0.02148043686379661,0.008640946055930538,0.01711323742304793,1713,0.112563565546459,"[-0.1345790452754476, 0.3543028769234058, 0.07925829664881005, 0.11138608874384792]",0.2319783607922703,0.004065985234089964,0.016184247951297203,False,REJECTED,failed FDR,,,,False
spread_ols_126,pairs,Financial-Models notebooks (concept-mined),20,0.008640946055930538,1.1952781831248513,0.01711323742304793,0.02148043686379661,0.02148043686379661,,1713,0.08892755763324663,"[-0.5339750229995759, 0.888523769981371, 0.32754894307435534, -0.24218482389049037]",0.513541504770477,0.0034436662700022547,0.01586612934128844,False,REJECTED,failed FDR,,,,False
mom_vadj_28,momentum,Jansen ML4T,20,-0.01094366899168385,-1.661166919203411,-0.0008626363379651659,0.022065529834525005,0.022065529834525005,,1935,0.08414264820078408,"[1.2573526741677592, -0.2402447099376109, 0.15545237412487467, -1.1475372501906507]",0.46682298964108115,0.0034106794073032187,0.019779152857317458,False,REJECTED,failed FDR,,,,False
mom_vadj_252,momentum,Jansen ML4T,1,0.01077828195481164,1.3722745498348397,0.03313295697065146,0.06415259640768838,0.01077828195481164,0.03313295697065146,1711,0.08037097490777155,"[0.3532636944830014, -1.206556489038606, 0.030323364936344088, 0.6618101128302666]",0.16997798527675312,0.003369828801364494,0.01696589819232298,False,REJECTED,failed FDR,,,,False
tsrank_close_126,tsrank,Qlib Alpha158,20,-0.008424667407371605,-1.1843814300684965,0.016047392486909198,0.04202589906181119,0.04202589906181119,,1838,0.07794880510677701,"[1.8344375294271453, -0.9337654647561865, 0.11517136980221723, -0.8868889771180347]",0.18963802740967695,0.003313280278202102,0.018489515979135188,False,REJECTED,failed FDR,,,,False
mom_vadj_21,momentum,Jansen ML4T,5,-0.014112338630963079,-2.1622704700944233,-0.0033565553998345632,0.017052549513510637,-0.0033565553998345632,0.017052549513510637,1942,0.056026158013447444,"[-0.13466739107898892, -0.21753419053540404, 0.9219500192208819, -0.39438085477999985]",0.818353508112843,0.0030748203854014666,0.02107197385289958,False,REJECTED,failed FDR,,,,False
kbar_closepos_5,kbar,Qlib Alpha158,20,-0.011770576556663638,-1.9395157510373218,0.002485732013450661,0.021852546305372186,0.021852546305372186,,1959,0.06683329202503861,"[0.409807204147299, 0.9128398208219831, -0.8625793320908179, -0.6867845969657482]",0.41100096594303515,0.0030176047343167256,0.01888810797052959,False,REJECTED,failed FDR,,,,False
px_over_ma_126,trendvalue,in-repo alphas.py,20,-0.006287653918574639,-0.7595491654903901,0.011908214189512257,0.03864008976597226,0.03864008976597226,,1838,0.0582210903591905,"[-0.04784217442839774, -0.7399127466216443, 1.1853876635737113, -0.1517352649874846]",0.2920922294780657,0.0028638384853644783,0.021968362021212037,False,REJECTED,failed FDR,,,,False
mom_63,momentum,Qlib Alpha158,20,-0.007910285787742711,-0.9859745385093703,0.0013549223995160224,0.007573639733103841,0.007573639733103841,,1900,0.057113516818236836,"[0.3471196918170016, -0.3373416911791709, 0.34699098663294564, -0.3424678901344618]",0.8310923514622308,0.0028334494338270177,0.022569612137602755,False,REJECTED,failed FDR,,,,False
mom_vadj_10,momentum,Jansen ML4T,5,-0.025577544259087735,-3.992213575280084,-0.011006133413580576,0.011379056902264793,-0.011006133413580576,0.011379056902264793,1953,0.039392746764290956,"[0.07688527686149363, -0.371919991871856, 0.5720290786418836, -0.4148815039998601]",0.4442138987114981,0.0026916076195830363,0.021520085355601768,False,REJECTED,failed FDR,,,,False
kbar_downshadow_21,kbar,Qlib Alpha158,20,0.016614003402351984,3.000080038903345,0.013683660789324993,0.010017188116986354,0.010017188116986354,,1943,0.07213813795682926,"[-0.1021709098310457, 1.0696584557658764, 0.16881545989406121, -0.5826058108054365]",0.6998213012448347,0.0026500350506926673,0.018570893644020384,False,REJECTED,failed FDR,,,,False
dowmean_90,seasonality,seasonality_scan.py idea,5,-0.032653220404545324,-4.742698380773045,-0.015815704636012746,-0.009044767338731143,-0.015815704636012746,-0.009044767338731143,1941,0.031831515031229614,"[0.8811704633343909, -0.5562314750150812, -0.3887876706632269, -1.130725307277638]",0.30432012635191663,0.0024739878893628164,0.022267058419151706,False,REJECTED,failed FDR,,,,False
pvcorr_10,volume,Qlib Alpha158,5,-0.031218963857383025,-5.238339359334467,-0.045067903774480514,-0.047868670049389835,-0.045067903774480514,-0.047868670049389835,1954,0.03852964119772016,"[1.4304417129263316, -0.859558282173839, -0.0020903432951257703, -1.7844126250686276]",0.0007521277637261292,0.0024424874163768706,0.019374497811080815,True,REJECTED,negative OOS fold,,,,False
mom_vadj_252,momentum,Jansen ML4T,20,0.01077828195481164,1.3722745498348397,0.03313295697065146,0.06415259640768838,0.06415259640768838,,1711,0.03158282748192502,"[-0.04375323443078728, -1.1965121473619427, 0.14020818427165835, 0.6610915820567088]",0.06879324907416762,0.0023643740889912612,0.01666974281860958,False,REJECTED,failed FDR,,,,False
tsrank_close_10,tsrank,Qlib Alpha158,1,-0.019275906829622696,-3.039592646367666,-0.014240472450828275,0.007598150961240914,-0.019275906829622696,-0.014240472450828275,1952,0.0250156913183864,"[1.6902664545766277, -0.5005639587921643, -1.4527243762730742, -0.5706635904951675]",0.0023689832746605077,0.0022215461856682772,0.021102616588195358,True,REJECTED,negative OOS fold,,,,False
px_over_ma_126,trendvalue,in-repo alphas.py,5,-0.006287653918574639,-0.7595491654903901,0.011908214189512257,0.03864008976597226,0.011908214189512257,0.03864008976597226,1838,0.0154340777280677,"[0.30382231367782325, -1.112315187562324, 0.5717944380204776, -0.05538068230313546]",0.5310322340704399,0.002088870013230215,0.022600967771387453,False,REJECTED,failed FDR,,,,False
tsrank_close_21,tsrank,Qlib Alpha158,1,-0.014943758175874544,-2.3631872917026526,-0.0021688445615107577,0.013280496256027795,-0.014943758175874544,-0.0021688445615107577,1943,0.006845335097187901,"[1.1966759912675569, -0.9729854191000356, -0.7634508849196362, -0.8263324308752875]",0.018118510297663537,0.001963964338010271,0.02140999448411049,True,REJECTED,negative OOS fold,,,,False
dowmean_180,seasonality,seasonality_scan.py idea,20,-0.021846927338437568,-3.329554844265911,-0.01795870089432821,-0.00790288518823097,-0.00790288518823097,,1941,0.007239800388739249,"[0.024907590436885788, -0.10081238492721781, 0.6543704497828147, -0.5899243439712221]",0.7905174127529393,0.00196206729594528,0.020566751021142977,False,REJECTED,failed FDR,,,,False
spread_ols_63,pairs,Financial-Models notebooks (concept-mined),20,0.004061807551333025,0.6250409727338836,0.018566122488423143,0.013730997940982387,0.013730997940982387,,1839,0.003689138400062185,"[0.034230856510317036, -0.2648047170926266, 0.17749160836933636, -0.2671740922501758]",0.6333782249952575,0.0019111330673162175,0.017176715063747763,False,REJECTED,failed FDR,,,,False
mom_vadj_63,momentum,Jansen ML4T,20,-0.00932793755119711,-1.34595691856945,0.004116303712775625,0.016087613742009357,0.016087613742009357,,1900,-0.02773534710805831,"[0.9061844622962973, -0.8778513707646073, 0.21997236593931835, -0.8551163553880409]",0.607475132640968,0.001503196298188958,0.01962439641845713,False,REJECTED,failed FDR,,,,False
mom_10,momentum,Qlib Alpha158,1,-0.034907723061837606,-4.517494722679432,-0.017212111247288463,0.012714033758273199,-0.034907723061837606,-0.017212111247288463,1953,-0.023352949096354738,"[0.9066196994547244, -0.5620727764490835, -0.44944447350359873, -1.4481701603479373]",6.257558709865663e-06,0.0015007789159534601,0.02623401149535355,True,REJECTED,negative OOS fold,,,,False
px_over_ma_10,trendvalue,in-repo alphas.py,1,-0.03694203506578525,-4.8775438026212905,-0.01942545891041447,0.01756892276785305,-0.03694203506578525,-0.01942545891041447,1954,-0.024866063191431573,"[0.6011955017046781, -0.5733417760626459, 0.1157930918189785, -1.1022231325992555]",1.0741499982813707e-06,0.0014767434755077469,0.02596265567579818,True,REJECTED,negative OOS fold,,,,False
mom_10,momentum,Qlib Alpha158,5,-0.034907723061837606,-4.517494722679432,-0.017212111247288463,0.012714033758273199,-0.017212111247288463,0.012714033758273199,1953,-0.027240622908623186,"[-0.2642212213051928, 0.0695235887822772, 0.8140655468119249, -0.8142746285099437]",0.3000221542350081,0.001443521107609702,0.025064492887718483,False,REJECTED,failed FDR,,,,False
kbar_downshadow_5,kbar,Qlib Alpha158,20,0.01262183039716354,2.1972493808801543,0.0055857160355598815,0.0019961279889991264,0.0019961279889991264,,1959,-0.07333623924706253,"[-0.8030119224663711, -0.34584114085801493, 1.6157355835524172, -0.049857302082032706]",0.9361891166587322,0.0012973006238496954,0.01852835068086373,False,REJECTED,failed FDR,,,,False
spread_ols_126,pairs,Financial-Models notebooks (concept-mined),5,0.008640946055930538,1.1952781831248513,0.01711323742304793,0.02148043686379661,0.01711323742304793,0.02148043686379661,1713,-0.06500213842624641,"[-0.3592367587723902, 0.35134270569366927, -0.11054084851474136, -0.14452439616842977]",0.30021217981070825,0.0011516284124803988,0.01622986761596594,False,REJECTED,failed FDR,,,,False
volz_63,volume,Qlib Alpha158,5,-0.038119509347376214,-6.518401279585198,-0.012563836293132393,0.009813516512597537,-0.012563836293132393,0.009813516512597537,1901,-0.0788648490499297,"[1.2597735626533038, -0.5554275696086248, -1.2830919416106419, -0.7311807312778087]",0.3438002289920117,0.0010360316763248223,0.018177328024198216,False,REJECTED,failed FDR,,,,False
anchorcorr_21,beta,Jansen ML4T,1,-0.0344095588502564,-5.619643356001803,-0.02264603305269295,-0.017875007662567444,-0.0344095588502564,-0.02264603305269295,1943,-0.09571526962730785,"[0.9336039160531786, -1.5096623593707301, -0.7237742469855065, 0.0527645667565816]",1.9135204754050505e-08,0.000896842542668197,0.019481061269503316,True,REJECTED,negative OOS fold,,,,False
carry_30,carry,in-repo alphas.py,20,-0.01319111955832821,-2.1675286976334966,-0.021923486723553067,-0.056743349632934065,-0.056743349632934065,,1934,-0.10507726506722811,"[-0.020351394465742113, -0.43888618825365694, 0.26869077322973894, -0.17431813784520384]",0.04565583681052776,0.0008145744424733481,0.019530838967636965,False,REJECTED,failed FDR,,,,False
mom_vadj_5,momentum,Jansen ML4T,5,-0.03136941633747579,-4.974435657397215,-0.011636744839276446,0.008554750582374608,-0.011636744839276446,0.008554750582374608,1958,-0.11191770797580691,"[0.6988473863907367, -0.8374215538884853, -0.525587768284467, -0.2909392616366434]",0.40369794433171236,0.000804395244929812,0.02090281760951108,False,REJECTED,failed FDR,,,,False
pvcorr_10,volume,Qlib Alpha158,1,-0.031218963857383025,-5.238339359334467,-0.045067903774480514,-0.047868670049389835,-0.031218963857383025,-0.045067903774480514,1954,-0.12459656065325468,"[0.9845386880738473, -0.7798186357169621, 0.05502170273346308, -2.181811969964093]",1.620279213021547e-07,0.0007500348643117993,0.02064766500047439,True,REJECTED,negative OOS fold,,,,False
carry_3,carry,in-repo alphas.py,20,-0.033091806543423204,-5.479102119701408,-0.04143009783029312,-0.05531569580156802,-0.05531569580156802,,1961,-0.12917178102334664,"[0.4182359733780096, -1.022659727071369, 0.4264137656261234, -0.9267885618358881]",0.04129427437861777,0.0006905852964823045,0.018843004489568226,False,REJECTED,failed FDR,,,,False
base_carry_3,baseline,in-repo alphas.py,20,-0.033091806543423204,-5.479102119701408,-0.04143009783029312,-0.05531569580156802,-0.05531569580156802,,1961,-0.12917178102334664,"[0.4182359733780096, -1.022659727071369, 0.4264137656261234, -0.9267885618358881]",0.04129427437861777,0.0006905852964823045,0.018843004489568226,False,REJECTED,failed FDR,,,,False
kbar_body_5,kbar,Qlib Alpha158,1,-0.02687573101649953,-4.2498073192064165,-0.010158279572370804,0.01640890892718759,-0.02687573101649953,-0.010158279572370804,1959,-0.13832173899581673,"[1.0659672817715728, -2.310270090280637, 0.25310375568513177, -0.6979530827414268]",2.139544801060822e-05,0.0006565252641321795,0.022344510196470043,True,REJECTED,negative OOS fold,,,,False
kbar_downshadow_21,kbar,Qlib Alpha158,5,0.016614003402351984,3.000080038903345,0.013683660789324993,0.010017188116986354,0.013683660789324993,0.010017188116986354,1943,-0.23827814625039576,"[-0.16442784080169368, 0.836271738607474, -1.0006410360140796, -0.843286811203147]",0.26853343398912255,0.0006388646110863649,0.018039153274672995,False,REJECTED,failed FDR,,,,False
anchorcorr_21,beta,Jansen ML4T,20,-0.0344095588502564,-5.619643356001803,-0.02264603305269295,-0.017875007662567444,-0.017875007662567444,,1943,-0.14311432734798105,"[1.0112069344807153, -1.281114227777233, -1.6933215804600033, 0.36714604704132686]",0.5357836084805445,0.0006145944676445025,0.01910772842036556,False,REJECTED,failed FDR,,,,False
kbar_closepos_5,kbar,Qlib Alpha158,5,-0.011770576556663638,-1.9395157510373218,0.002485732013450661,0.021852546305372186,0.002485732013450661,0.021852546305372186,1959,-0.1571881919701605,"[1.3390749625197675, -0.7651490940931271, -1.3445962479969313, -1.0667373955285568]",0.8507229910461702,0.0005646797578736651,0.01971988937142203,False,REJECTED,failed FDR,,,,False
volz_21,volume,Qlib Alpha158,5,-0.03373917562228659,-5.761578476200491,-0.010107951917624694,0.011327433991186313,-0.010107951917624694,0.011327433991186313,1943,-0.16097294538330362,"[0.9530429231883253, -0.4782401473305315, -1.7351521852657819, -0.3062948785821256]",0.444709391403451,0.0005588916325806048,0.018959983739721315,False,REJECTED,failed FDR,,,,False
pvcorr_10,volume,Qlib Alpha158,20,-0.031218963857383025,-5.238339359334467,-0.045067903774480514,-0.047868670049389835,-0.047868670049389835,,1954,-0.17273053965905627,"[1.6372135066152451, -1.839472769006675, -0.5217372916020836, -1.5245094403071924]",0.0754971943818572,0.0004905737331951654,0.018679845247970638,False,REJECTED,failed FDR,,,,False
kbar_upshadow_21,kbar,Qlib Alpha158,20,0.014670533502767825,2.521640036981664,0.019626981946032577,0.005130460438966633,0.005130460438966633,,1943,-0.1832593287105022,"[-0.3682476431060561, 0.23987514322379958, -0.5978121287301993, 0.43372111243496664]",0.8459547002646408,0.0004657002489462103,0.018644975109740496,False,REJECTED,failed FDR,,,,False
lowbeta_21,beta,Jansen ML4T,20,0.030054877487795846,3.167806009991534,0.06236049182223516,0.11156425819350572,0.11156425819350572,,1943,-0.14516765419949498,"[-0.5965874791254487, 0.08240733215438117, -0.8549956338870004, 0.7169412161319729]",0.005132686066408931,0.00045684272835239126,0.02828186830751289,True,REJECTED,negative OOS fold,,,,False
mom_5,momentum,Qlib Alpha158,5,-0.04320857084671058,-5.629828085017622,-0.021581649563843674,0.009063531426122534,-0.021581649563843674,0.009063531426122534,1958,-0.1877132331789493,"[0.3327885382395581, -0.19971305567296627, -0.8353137194716397, -0.5114093606924196]",0.1945638294025014,0.0004340230933967959,0.024159103487782854,False,REJECTED,failed FDR,,,,False
tsrank_close_10,tsrank,Qlib Alpha158,20,-0.019275906829622696,-3.039592646367666,-0.014240472450828275,0.007598150961240914,0.007598150961240914,,1952,-0.18097252286701154,"[0.5757594869697719, -0.5720293546971916, -0.8660385931621866, -0.5877207472198019]",0.7891721231467588,0.000433270819051923,0.019554834591927115,False,REJECTED,failed FDR,,,,False
kbar_body_5,kbar,Qlib Alpha158,5,-0.02687573101649953,-4.2498073192064165,-0.010158279572370804,0.01640890892718759,-0.010158279572370804,0.01640890892718759,1959,-0.1925644938564842,"[1.2187682321530062, -1.4602685636658483, -1.3174437689954452, -0.13253549758572905]",0.4605243447201952,0.0004180648505313078,0.021104593402712563,False,REJECTED,failed FDR,,,,False
lowbeta_21,beta,Jansen ML4T,1,0.030054877487795846,3.167806009991534,0.06236049182223516,0.11156425819350572,0.030054877487795846,0.06236049182223516,1943,-0.19358686999982683,"[-0.6051375410643635, 0.10561291256457285, -1.2357612408199876, 0.8183899208707192]",0.0015359397108949402,0.0004052247755290672,0.02855464519604898,True,REJECTED,negative OOS fold,,,,False
px_over_ma_10,trendvalue,in-repo alphas.py,5,-0.03694203506578525,-4.8775438026212905,-0.01942545891041447,0.01756892276785305,-0.01942545891041447,0.01756892276785305,1954,-0.15398962703996152,"[-0.021788722707934305, 0.4496144269629204, -0.7134433984924186, -0.6213657899455277]",0.24470127164196587,0.0004040056321357177,0.024688343822075864,False,REJECTED,failed FDR,,,,False
kbar_closepos_5,kbar,Qlib Alpha158,1,-0.011770576556663638,-1.9395157510373218,0.002485732013450661,0.021852546305372186,-0.011770576556663638,0.002485732013450661,1959,-0.20205716783451824,"[1.394361174487395, -2.314890989347483, 0.31935337207404796, -1.8027164698609404]",0.05243856847088013,0.00040233271550715877,0.020028888136833598,False,REJECTED,failed FDR,,,,False
kbar_downshadow_21,kbar,Qlib Alpha158,1,0.016614003402351984,3.000080038903345,0.013683660789324993,0.010017188116986354,0.016614003402351984,0.013683660789324993,1943,-0.4286957087672976,"[-0.1500893703923418, -0.19449667683076574, -0.6091148114703987, -1.2705436263247671]",0.002699086707854903,0.00031186893040707764,0.017822711627315246,True,REJECTED,negative OOS fold,,,,False
ddown_21,drawdown,TikTok lead (validated as candidate),5,-0.008757359893341666,-1.047722126535665,-0.04403742828411416,-0.08567449983790167,-0.04403742828411416,-0.08567449983790167,1943,-0.3623005962263794,"[0.3675803597266039, -0.9758679114374845, 0.344051485415264, -1.716501749286005]",0.015539886796526403,0.0002391020691973056,0.02563711707592521,True,REJECTED,negative OOS fold,,,,False
volz_126,volume,Qlib Alpha158,20,-0.04482585712896524,-7.483208444710881,-0.018890160584348514,-0.002485149655562694,-0.002485149655562694,,1838,-0.2511020013312608,"[-0.38987946705308135, -2.010294144582106, -0.09891598565965985, 1.3120278231280127]",0.9277220083019546,0.0002213328950281257,0.015511419635215054,False,REJECTED,failed FDR,,,,False
rsi_dip_2,oscillator,in-repo alphas.py,20,0.026373748092457825,4.251201972810736,0.013007377487297914,-0.01347242915018534,-0.01347242915018534,,1962,-0.5034541034742475,"[-0.8062919622204671, -0.2136739868198144, -0.34601995633651883, -0.21024969939758528]",0.6262460416589808,0.0001998402246551345,0.01959137534860038,False,REJECTED,failed FDR,,,,False
base_rsi2,baseline,in-repo alphas.py,20,0.026373748092457825,4.251201972810736,0.013007377487297914,-0.01347242915018534,-0.01347242915018534,,1962,-0.5034541034742475,"[-0.8062919622204671, -0.2136739868198144, -0.34601995633651883, -0.21024969939758528]",0.6262460416589808,0.0001998402246551345,0.01959137534860038,False,REJECTED,failed FDR,,,,False
lowvol_63,volatility,Jansen ML4T,20,0.059647446176138354,6.043618294727482,0.08427561952436,0.13815024337693288,0.13815024337693288,,1901,-0.2791055259657383,"[-1.1396488506396896, 0.41292614839844655, -1.2681568784608217, 1.1535227092548812]",0.001080175281943152,0.00019087344278578833,0.02754804777152096,True,REJECTED,negative OOS fold,,,,False
vixfix_22,capitulation,TikTok lead (validated as candidate),20,-0.03298064326632642,-3.679879089712859,-0.059054435865873244,-0.10061197306458104,-0.10061197306458104,,1942,-0.2915074404152423,"[0.7001025341525, -1.2042828485951371, 0.04596998226722313, -0.7958507677953265]",0.010125531532337861,0.00017901026821376398,0.025795406475425598,True,REJECTED,negative OOS fold,,,,False
vixfix_z_22,capitulation,TikTok lead (validated as candidate),20,-0.03298064326632642,-3.679879089712859,-0.059054435865873244,-0.10061197306458104,-0.10061197306458104,,1942,-0.2915074404152423,"[0.7001025341525, -1.2042828485951371, 0.04596998226722313, -0.7958507677953265]",0.010125531532337861,0.00017901026821376398,0.025795406475425598,True,REJECTED,negative OOS fold,,,,False
maxret_63,lottery,Jansen ML4T,20,0.04916671870656395,5.728583440385047,0.06873026711502334,0.11457182708041569,0.11457182708041569,,1901,-0.3064760350399369,"[-0.997759135390059, 0.9014008593528585, -1.8587030109456157, 0.8677811111736691]",0.0016491111905723166,0.00014578788266106368,0.024772914361798026,True,REJECTED,negative OOS fold,,,,False
rev_7,reversal,Qlib Alpha158,20,0.027786146250393877,3.6445574747202905,0.020466298197576366,-0.011053858981337844,-0.011053858981337844,,1956,-0.44899059517965256,"[-0.5370913695405825, -0.36137269219367324, -0.39021169864201644, -0.568461638159078]",0.7446239325652089,0.00014373256834876447,0.023570933755954527,False,REJECTED,failed FDR,,,,False
kbar_upshadow_21,kbar,Qlib Alpha158,5,0.014670533502767825,2.521640036981664,0.019626981946032577,0.005130460438966633,0.019626981946032577,0.005130460438966633,1943,-0.32829219359471556,"[-0.8252533493128055, 0.7925032226667511, -0.3133668813749555, -0.5929483326601391]",0.129144220958064,0.00013424959075503118,0.01827974915300558,False,REJECTED,failed FDR,,,,False
streak,lottery,Jansen ML4T,5,0.022648930678058933,3.7159558716296197,0.013258440692689399,-0.010100594939289602,0.013258440692689399,-0.010100594939289602,1951,-0.3173051182234419,"[-0.035014909496782425, -0.8846536926131301, -0.4882899216065632, -0.31186128493858856]",0.3366217431276195,0.00013167432057620276,0.024389853707219904,False,REJECTED,failed FDR,,,,False
ddown_21,drawdown,TikTok lead (validated as candidate),20,-0.008757359893341666,-1.047722126535665,-0.04403742828411416,-0.08567449983790167,-0.08567449983790167,,1943,-0.3347887664175379,"[-0.03668148655417134, -0.46611740761868276, 0.24401832942528479, -0.8063183599895103]",0.01942237416543313,0.0001233599028255261,0.025388031689536433,True,REJECTED,negative OOS fold,,,,False
kbar_upshadow_5,kbar,Qlib Alpha158,20,0.01063336466026658,1.8901573215118228,0.009306220504698445,0.010304970503649613,0.010304970503649613,,1959,-0.35695024400685327,"[-0.7046582452071927, -0.003526666328278268, 0.40485019610479395, -0.861937543997031]",0.6917593239284465,9.645360796273206e-05,0.018786882068391936,False,REJECTED,failed FDR,,,,False
lowvol_63,volatility,Jansen ML4T,5,0.059647446176138354,6.043618294727482,0.08427561952436,0.13815024337693288,0.08427561952436,0.13815024337693288,1901,-0.3678904979737148,"[-1.1936218123484705, 0.6167415698198334, -1.7200057183728044, 1.0339008076001273]",0.00011759568914571084,8.425108978166174e-05,0.028784268588987985,True,REJECTED,negative OOS fold,,,,False
